[2026-09-08 14:47:16] Pixsel__Eymen | olu gruptan nıye cıktın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:34:23] BerkayTE3134 | kim kesti | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:35:23] SungBeatle3744 | mobilmi pc mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:35:33] Dlight | netherite yapcak makne var mı sende | enyakin=nether-gitme puan=1 sebep=SINYAL_ZAYIF
[2026-09-17 23:37:35] Dlight | yay var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:38:15] Dlight | yay var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:38:22] Dlight | yay var mııı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:41:01] yesirim | nasıl edicen | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:42:21] Clawwolf | rehber kalıntı ne? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:42:22] Clawwolf | rehber kalıntı ne? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:42:48] apathyharbi | sorun nedir | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:44:23] Dlight | ben niye set alamıyom | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:45:24] Clawwolf | efendim berkayTE? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:45:39] Clawwolf | kk nası alcazki | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:46:01] Clawwolf | gösterirmisin? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:46:15] Clawwolf | efendim berkayTE?? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:46:45] Clawwolf | gösterirmisin? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:48:16] SungBeatle3744 | base nereye | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:49:17] Dlight | bende geliyim mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:51:37] Clawwolf | sung kabul et? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:51:47] ItzRealMusty | elmami niye yedin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:51:48] yesirim | cano rehber 58 zümrğte 1 sitek elmas? | enyakin=site-kredi puan=1 sebep=SINYAL_ZAYIF
[2026-09-17 23:52:33] yesirim | elmas set ne kadar | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:55:10] Dlight | olur mu sung | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:59:30] ItzRealMusty | yükseltme şablonu alacak? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-17 23:59:35] Dlight | kazma var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:00:19] ItzRealMusty | harbi mi vison varmı la | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:00:37] Dlight | demir var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:13:07] Ruzgarin432 | demir balta istiyon mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:17:27] Anume4613 | aga bunlar nasil yapiliydou a | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:24:13] caganchart | rehber yapay zeka mı la | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:24:56] Dlight | elmas kac tane var sende | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:25:14] Dlight | pantalon mu yaptın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:26:41] Dlight | komur var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:26:42] M_SPOWER2204 | eski homeu nasi silioz | enyakin=ev-home puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 00:27:41] Dlight | simdi sen bana yardım et bana komur at olur mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:31:17] Dlight | kemik mi tukeyıyon | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:31:28] Dlight | kac kopegin var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:31:32] aybarsbakdim2749 | buluşalım mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:32:54] Ruzgarin432 | 3 tane yeter mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:47:20] M_SPOWER2204 | kac blok yukari kazım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:49:24] caganchart | nası yanı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:51:28] RiftAnarsi | benimki nerde kaldı bilmiyom sen nasıl getirdin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 00:59:42] Anume4613 | sana binsoeu sorcam bura tamamlanmadan niye orayangectin aq | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 01:25:08] Anume4613 | yavrumnustu az daha kazan mi sana zahmet aljwowjwkej | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 01:39:06] Anume4613 | sen niye b3nim is yaptigim yeri yapmiyonda ilerinini yapiyoj | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 01:56:42] xBoraXW | nasıl kasiliyoruz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 01:57:38] xBoraXW | oynanır mı burda | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 07:09:43] Ramazan6414 | ne zaman? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 10:41:52] SaTaha | demirler nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 10:42:13] samsait | kaç tane var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 10:48:31] mfa | niye ayrıldın laaaa | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 10:51:09] mfa | benim sandıklara baksana mutlu ghastlar orda mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 10:52:33] mfa | kemik tozu mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 10:53:13] samsait | kaç tane var sende | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 11:05:21] mfa | gotune mi sokcan onu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 11:29:59] mfa | buyuyunce nası kaccak gorursun | enyakin=buyu-masasi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 11:32:00] mfa | kartopu mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 11:34:14] OnlyVan | hata nedir | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 11:36:17] OnlyVan | nasıl isterseniz %50 indirim mevcut sitede | enyakin=site-kredi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 11:48:10] SaTaha | kac blok var | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 11:49:37] SaTaha | kac kora | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 11:51:39] mfa | hayır kordinat okuyamam nereye gideceğimizi kaç blok kaldığını bile goreweyiz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 11:56:45] OnlyVan | nasıl istersen öyle yapabilirsin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 12:52:14] OnlyVan | nasıl gitti | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 13:05:48] OnlyVan | spawndaki hologramlar npcler gözüküyor mu sizde | enyakin=spawn-warp puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 13:08:54] Baddcat6609_Qs | ya niye restart atıyyonnn | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 13:11:14] Baddcat6609_Qs | only abi neden restart attın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 13:53:52] belkibirumut | kanaka nereye | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 14:13:28] Serhatq | badcat beraber oynayak mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 14:27:58] belkibirumut | knka kac | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 14:32:11] Serhatq | endde olan var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 15:08:50] Valentina186684 | tanesi 2 k mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 15:13:40] MUHHAMMEDAL | nerye cıkayım | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 15:18:16] DottyJarl9144 | ben nası gelcem smp ye | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 15:20:01] OnlyVan | sorun nedir | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 15:22:34] DottyJarl9144 | ben normal dunyadayım smp nası gelceö | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 15:23:10] DottyJarl9144 | yanınıza nası gelebilirim spawnlayın yanınıza | enyakin=spawn-warp puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 15:24:19] JakeMonkey5749 | muhenmdedal yeni mi basladin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 15:30:02] Clawwolf | ver bana olurmu kaç tane varsa | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 15:37:43] Knowsunuz1 | satıon mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 15:49:33] belkibirumut | niye yendim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:07:19] redstar6110 | kim beni le arkataş olursa onun kölesi olurum | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:12:45] Ramazan6414 | set mi normal mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:12:57] Ramazan6414 | hangisinden | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:13:23] Ramazan6414 | kaç tane | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:13:38] redstar6110 | kim benim le arkataş olur ama fakirim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:14:03] Ramazan6414 | jake hangi set tam set mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:14:19] JakeMonkey5749 | büyülü mu | enyakin=buyu-masasi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 16:18:28] ItzRealMusty | ver 5 yada kır 3 satan? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:20:07] Clawwolf | nası alıyoz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:25:02] Ramazan6414 | aha koyiyim mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:29:44] Clawwolf | kazcan mı gitcen mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:32:23] JakeMonkey5749 | kaç tane toplim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:34:37] imrush | siz ederseniz? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:40:19] Ramazan6414 | ramo mu Ramazan mı karsında coluk cocuk yok | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:48:27] lonewolf | aşıkmı oldun ? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 16:51:50] Uras213 | ben mi sana tplencem sen mi bana tp lencen | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 17:05:29] JakeMonkey5749 | nasi yaziliyo yaser | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:11:26] adala7 | neden illa benim yanıma gelmek istedin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:12:32] adala7 | kaç yaşındasın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:12:44] Uras213 | baska yer var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:13:39] ReflexBey | benim baseyi patlatan ismini niye yazmamiş | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:14:16] ReflexBey | asgard kim | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:19:54] adala7 | senin base var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:19:57] Uras213 | takım olcaz tmm mı pinkaxolotI | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 17:20:40] tyris_1 | nasıl siscord açıçam | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:22:47] apathyharbi | Baddcat6609_Qs sorun nedir | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:22:49] ThePioneer53 | olalı mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:25:02] tyris_1 | ben nasıl rehber olurum | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:27:11] Uras213 | görez mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:28:47] Baddcat6609_Qs | ama bana sen veresen olmazmış? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:28:50] Uras213 | tyris_1 sen kim sin | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:29:08] Serkan_3793 | nie vurdun lan bna niye kesmeye calisdin kurt | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:33:32] 34KRAL2525 | kağıt nereden alınırü | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:34:19] apathyharbi | gencler vote verince spawner alabiliceğiniz bir sistem olsa nasıl olurdu? | enyakin=spawner puan=3 sebep=FARK_YETERSIZ
[2026-09-18 17:34:58] Serkan_3793 | kac stek | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:35:36] apathyharbi | gencler vote verince spawner alabiliceğiniz bir sistem olsa nasıl olurdu? | enyakin=spawner puan=3 sebep=FARK_YETERSIZ
[2026-09-18 17:38:46] ThePioneer53 | olalım mı pekrcan | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:39:52] lonewolf | yaşı -n kac | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:41:18] lonewolf | burası neden bu kadar dar | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:42:33] xDarkness3366 | sen nerden buldun | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:43:10] Uras213 | suhayatır basarımını nasıl yapıyoz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:43:29] adala7 | Sen ne zamandan oynıyon | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:44:25] Uras213 | AAAAAAAAAAAAAA nasıl böyle isim yaptın be | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:44:28] pekercan123 | kasa nası acıcam admin | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 17:44:52] pekercan123 | kasa nası açıcaz beyler | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 17:46:05] Serkan_3793 | kurt beni niye kesmeye calisdin bn seni kaesdim ne oldu :D | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:47:19] pekercan123 | kasa nası acıcaz aloooo | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 17:48:03] adala7 | benlik bişey var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:48:07] farvex | acemi koruması yok mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:48:55] pekercan123 | beyler kasa nası acacaz | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 17:50:24] OverLord | nası olmus | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:51:46] imrush | burda dursun ozmn bu? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:52:06] Knowsunuz1 | alıon mu OverLord ? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:52:09] pekercan123 | kasa nası acacaz | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 17:52:15] pekercan123 | kasa nası acacaz beyler | enyakin=kasa puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 17:52:27] lonewolf | nereye gıttın ada | enyakin=gokyuzu-etkinlik puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 17:52:39] Knowsunuz1 | alıon mu OverLord ? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:53:11] imrush | bunu kaçtan satılır | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:53:22] Uras213 | yokya dirift sarkısını yazıyım mı Knowsunuz1 knk | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:53:36] AAAAAAAAAAAAAA | sabah ne zaman olur | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:54:41] imrush | adam iyimi? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 17:57:29] Uras213 | tekne mi ver | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:02:05] gizlioyucu52 | kaç atiyon | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:05:29] mamilokkovol2 | ghast nasıl büyütülüyo | enyakin=buyu-masasi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 18:05:41] Serkan_3793 | nasi kabul ddioz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:05:57] mamilokkovol2 | nasıl ghast büyütcem | enyakin=buyu-masasi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 18:06:01] mamilokkovol2 | nasıl ghast büyütcem acill | enyakin=buyu-masasi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 18:06:24] Uras213 | bal kabağı vere bilcek var mı | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:06:54] Serkan_3793 | nasi kabul edioz /ne | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:06:59] mamilokkovol2 | nasıl kartopu ver ghasta @rehber | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:07:12] mamilokkovol2 | nasıl kartopu ver ghasta @rehber acilll | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:07:20] mamilokkovol2 | nasıl kartopu ver ghasta @rehber acilll acillll | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:07:24] mamilokkovol2 | nasıl kartopu ver ghasta @rehber acilll acillll @rehber | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:07:32] mamilokkovol2 | nasıl vercem | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:08:58] OverLord | elmasları kim aldı la | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:09:11] kemaladil | ramazan niye böyle bişe yaptın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:09:58] Anume4613 | over kustukmu niye bana cevap vermiyon | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:10:49] OverLord | sen neden sordun | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:14:13] BSX3425 | arkadaşlar chati nasıl küçültüyoz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:14:51] gizlioyucu52 | 2 kursu ve 1 stack kiraz kütüğü ve 54 tane kitap ve 31 tane saman balyası var kim ister | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:16:02] gizlioyucu52 | kaç atcan | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:16:16] gizlioyucu52 | kaç atcan | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:16:21] gizlioyucu52 | kaç Atacan | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:16:35] Anume4613 | elmas atilan cisim koeumasi 3 hepsi nasi denk gelsi bilmiyom ama | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:16:44] mamilokkovol2 | en iyi elmas nerde kazılıyo | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:16:54] mamilokkovol2 | en iyi elmas nerde kazılıyo ? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:16:59] Baddcat6609_Qs | rehber varmış? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:17:37] mamilokkovol2 | ghast nasıl çağrılıyo | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:18:27] pekercan123 | craft nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:18:29] 34KRAL2525 | ne kadar | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:19:35] mamilokkovol2 | nasıl gastı başka şekilde bağlıcam @rehber | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:19:42] mamilokkovol2 | nasıl gastı başka şekilde bağlıcam @rehber | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:20:23] ReflexBey | yeni mi basladın | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:23:19] Unknown5100 | totem nerden bulcam | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:23:29] OverLord | tamam taslar nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:24:42] Unknown5100 | kendi ozel sandigimiz nasil aciliyor | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:25:39] BENSEN123 | büyü nerden alınabbilir | enyakin=buyu-masasi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 18:26:25] ReflexBey | elitra da mı dagıtsam napsam | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:27:26] ugur | Baddcat6609_Qs pvvp? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:28:34] ReflexBey | Baddcat6609_Qs setin nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:29:16] Anume4613 | mace sen benim köpegimi niye öldürdun insan baseyi patlatirken bi kopegi ittiri saglam bi yere alir | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:30:07] mertrrw | hangi set | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:30:47] Anume4613 | reflex senin kittin nethirjte k5 mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:30:47] KURT0619 | koruma 5 mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:36:04] ugur | evi pvp? | enyakin=savas-etiketi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 18:36:24] ugur | birlikte? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:37:58] mamilokkovol2 | karlı bölge nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:37:59] mamilokkovol2 | karlı bölge nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:38:01] mamilokkovol2 | karlı bölge nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:40:15] Unknown5100 | bana 9k elmas vercek var mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:41:48] SuperDorukdd | 1 elmas verebilecek var mı? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:44:09] Dlight | bana elmas set veri̇r mi̇si̇n | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:44:41] SuperDorukdd | 2 elmasın var mı reis | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:45:28] dijitaltotofan | nerden buldun o parayı | enyakin=para-kazanma puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 18:47:03] KURT0619 | nerde yatıyom | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:50:42] Dlight | yemegin var mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:51:59] KURT0619 | nerde yattıgıma bak serkan | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:52:01] Ruzgarin432 | nası alcan ki | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:52:18] QyvexFN | arkadaslar kim bana yardim edebilirr | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:53:24] ugur | herbiden nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:53:50] Dark | doğal sp alınamıyo mu | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:54:43] Dark | base nasıl | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:55:31] Dlight | yemekte veri̇r mi̇si̇n | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:56:59] Dlight | yemekleri̇mi̇ ver | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:57:27] Dlight | kazmam sende mi̇ | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:57:59] Dlight | yemekleri̇mi̇ veri̇n | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:58:17] KURT0619 | kaç k over | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:58:23] imrush | kaç k OverLord | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:58:27] Knowsunuz1 | biri beni takımına alıodu kimdi o ? | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 18:59:08] Dlight | knk yemekleri̇mi̇ ver | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:59:30] Dlight | bi̇ftekleri̇m nerde | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 18:59:48] secadSS1 | kime tpa atsam | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 19:00:17] ApolloMci | tm ama nasıl geliyoz | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 19:02:58] Ruzgarin432 | benim mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 19:03:06] OverLord | bu nası cıktı ya | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 19:03:12] Unknown5100 | cevap vercek var mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 19:03:27] Selo_Fix | tpa at bana tamam mı QyvexFN | enyakin=isinlanma-istegi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 19:03:38] ugur | selo pvp? | enyakin=savas-etiketi puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 19:04:45] imrush | AAAAAAAAAAAAAA kzıyonmu? | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 19:04:54] AAAAAAAAAAAAAA | farmı var? | enyakin=en-iyi-farm puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 19:05:08] OverLord | kim vurdu köylüye | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 19:05:26] AAAAAAAAAAAAAA | nasıl yabtın aw | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 19:06:05] Yaser | geldin mi | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 19:06:17] AAAAAAAAAAAAAA | team olak mı | enyakin=takim puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 19:06:25] Serkan_3793 | farm nereye | enyakin=en-iyi-farm puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 19:07:00] QyvexFN | o kim bulamadım imrush | enyakin=- puan=0 sebep=ESLESME_YOK
[2026-09-18 19:07:16] Unknown5100 | para vercek var mi | enyakin=para-kazanma puan=1 sebep=SINYAL_ZAYIF
[2026-09-18 19:08:00] Dlight | sen su kovası var mı | enyakin=- puan=0 sebep=ESLESME_YOK
