[2026-08-31 20:46:29] OYUN | OnlyVan: merhaba -> Merhaba! Knight Network'e hoş geldin. Sana nasıl yardımcı olabilirim? [CACHE]
[2026-09-13 22:49:15] OYUN | RaconEmir: nasıl rehber olabılırım -> Yetkili veya rehber alımları Discord sunucumuzdan duyurulur. Alım açıldığında başvuru formu paylaşılır. Duyuruları kaçırmamak için discord.gg/livamc adresine katılabilirsin.
[2026-09-13 22:53:16] OYUN | RaconEmir: vahşi orman nedir -> Vahşi orman, ana dünyada PvP'nin açık olduğu, arazi korumasının (claim) bulunmadığı ve baskın yapmanın serbest olduğu tehlikeli alandır. /rtporman komutuyla bu bölgeye rastgele ışınlanabilirsin. Üssünü spawn'dan uzak bir yere kurarak ve gizli tutarak kendini koruyabilirsin.
[2026-09-13 22:56:01] OYUN | RaconEmir: lvip kaç tl -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. VIP paket fiyatlarını öğrenmek için /vip yazabilir veya livamc.com adresine bakabilirsin.
[2026-09-13 23:09:52] OYUN | Kyururuu: rehber nasıl olunuyor -> Yetkili alımları Discord sunucumuzdan duyurulur. Alım açıldığında başvuru formu paylaşılır, duyuruları kaçırmamak için discord.gg/livamc adresine katılabilirsin.
[2026-09-13 23:10:10] OYUN | Kyururuu: discord linkini at -> Discord sunucumuza discord.gg/livamc adresinden katılabilirsin. Oyunda /discord yazarak da doğrudan tıklanabilir linke ulaşabilirsin.
[2026-09-13 23:13:33] OYUN | Denizaras2017: ev nasıl kaydedilir -> Ev kaydetmek için bulunduğun yerde /sethome <ad> komutunu yazman yeterlidir. Kaydettiğin eve daha sonra /ev <ad> komutuyla dönebilirsin. Ev menüsünü açmak için ise /ev yazabilirsin.
[2026-09-13 23:19:45] OYUN | Denizaras2017: bende event anahtarı var nasıl işe yarayacak -> Spawn'daki kasa alanına gidip elindeki anahtara uygun kasaya sağ tıklayarak açabilirsin. Kasalar bölgesine gitmek için /warp menüsünü kullanabilirsin.
[2026-09-13 23:52:44] OYUN | Kyururuu: para nasıl kazanılır -> Sunucuda para kazanmanın birkaç farklı yolu var. En hızlı yolları günlük görevleri tamamlamak için /gunlukgorev yazmak ve sipariş panosundaki talepleri karşılamak için /order komutunu kullanmaktır; ikisi de sermaye istemez. Ayrıca açık artırma (/ah) üzerinden eşya satabilir, sunucu mağazasına satış yapabilir veya her gece 00:00'da seviyene göre yatan gece maaşını alabilirsin. [CACHE]
[2026-09-14 00:06:48] OYUN | Aganinyo45: yahu mutemi kaldırın gereksiz yere mute yedimm -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. Cezalarla ilgili itirazlarını Discord sunucumuzdan (discord.gg/livamc) destek talebi oluşturarak yetkililere bildirebilirsin.
[2026-09-14 01:01:08] OYUN | Kyururuu: yıldırım yönlendirmesi neye basılıyor -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 01:39:59] OYUN | M_SPOWER2204: kum ve çimento farmi yasakmi -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 01:51:32] OYUN | HeraAndZeus: merhaba nasılsın -> Merhaba! Ben LivaMC Helper, çok iyiyim teşekkür ederim. Sana LivaMC sunucumuz hakkında nasıl yardımcı olabilirim?
[2026-09-14 03:46:50] OYUN | yusufcap1: sunucu nasıl -> LivaMC; arsa koruması olmayan, PvP ve baskının tamamen serbest olduğu zorlu bir SMP sunucusudur. Ekonomisi oyuncu ticaretine dayanır ve her gece hazineden seviyene göre maaş alırsın. Java (gir.livamc.com) ve Bedrock (bedrock.livamc.com) oyuncuları aynı dünyada birlikte oynayabilir. Detaylar ve ilk adımlar için /baslangic yazabilirsin.
[2026-09-14 03:47:14] OYUN | yusufcap1: bana şuan herhangi bir home ip ver -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 03:47:26] OYUN | yusufcap1: senden istiyorum -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 08:05:39] OYUN | KPD: para nasıl kazanılır -> Sunucuda para kazanmanın birkaç farklı yolu var. En hızlı yolları günlük görevleri tamamlamak için /gunlukgorev yazmak ve sipariş panosundaki talepleri karşılamak için /order komutunu kullanmaktır; ikisi de sermaye istemez. Ayrıca açık artırma (/ah) üzerinden eşya satabilir, sunucu mağazasına satış yapabilir veya her gece 00:00'da seviyene göre yatan gece maaşını alabilirsin. [CACHE]
[2026-09-14 08:07:24] OYUN | KPD: günlükgörev komudu nedir -> Günlük görevler, her gün belirlenen 3 eşyayı toplayıp satarak hızlıca para kazanmanı sağlayan bir sistemdir. /gunlukgorev komutunu yazarak görev ekranını açabilir ve topladığın eşyaları satarak ödül sandığını açabilirsin. Bu sistem için sermaye gerekmez ve yeni başlayanlar için en hızlı para kazanma yoludur. Komut yazarken Türkçe karakter kullanmamaya dikkat etmelisin.
[2026-09-14 09:14:32] OYUN | Bela377: en son rtp attığımız yere geri dönebilmek için ne yapmak gerekiyor -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 13:16:50] OYUN | MnDark: kelime oyunun ne zaman oldugun nasıl ögrene bilriim -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 16:41:31] OYUN | AyiBogan064: nasıl birine para atılir -> Birine para göndermek için /pay oyunuadı miktar komutunu kullanabilirsin. Para almayı kapatmak istersen /paytoggle komutunu yazabilirsin.
[2026-09-14 16:50:35] OYUN | MiniPencil39449: nasıl \ah da istediğimiz şeyi arayacağız -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 16:54:58] OYUN | mdoruk: aga şimdi /ec kodundaki eşyalar ölünce gidiyormu -> Ender sandıktaki eşyaların her zaman güvendedir ve ölünce gitmez, çalınamaz da. En değerli eşyalarını orada saklayabilirsin.
[2026-09-14 16:55:12] OYUN | mdoruk: saollllll -> Rica ederim, iyi oyunlar dilerim! Başka bir sorun olursa buradayım.
[2026-09-14 17:52:48] OYUN | cikcikholmes: bana vote adreslerini verirmisin -> Oy vermen için gereken sitelerin linklerini almak için oyunda /vote komutunu yazabilirsin. Her site için günde bir kez oy verebilir ve her biri için oy kasası anahtarı kazanabilirsin.
[2026-09-14 17:53:03] OYUN | cikcikholmes: ama olmuyor sitesini yolla -> Web sitemize https://livamc.com adresinden ulaşabilirsin. Oyundayken hızlıca /site komutunu da yazabilirsin.
[2026-09-14 19:36:14] OYUN | ugur: nether yükseltme sablonu satılıyormu? -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 20:01:08] OYUN | LazUsagi61: nasıl evi silecez -> Ev kaydını silmek için /delhome komutunu kullanabilirsin. Silmek istediğin evin adını komutun sonuna eklemelisin, örneğin /delhome evim şeklinde yazabilirsin.
[2026-09-14 20:02:07] OYUN | LazUsagi61: nasıl e seççez -> Ev seçmek veya evine ışınlanmak için /ev <ad> komutunu kullanabilirsin. Kayıtlı evlerini görmek için sadece /ev yazman yeterlidir. Yeni bir ev kaydetmek için ise /sethome <ad> komutunu kullanabilirsin.
[2026-09-14 20:26:56] OYUN | LazUsagi61: NASIL EV SEÇİYOZ -> Ev kaydetmek için /sethome <ad>, kaydettiğin eve gitmek içinse /ev <ad> komutunu kullanabilirsin. Kayıtlı evlerini görmek ve yönetmek için de direkt /ev yazarak menüyü açabilirsin. Ev hakkın rütbene göre 1 ile 10 arasında değişir.
[2026-09-14 20:27:10] OYUN | Kerem72598: eşya nelerden alınır -> LivaMC'de eşyaları sunucu mağazasından /market komutuyla, diğer oyuncuların açık artırma pazarından /ah komutuyla veya sipariş panosundan /order ile alabilirsin. Ayrıca kristal ile kasa anahtarı ve spawner gibi özel eşyaları mağazanın kristal bölümünden alabilirsin.
[2026-09-14 20:29:59] OYUN | Kerem72598: ilk başladığımız yere nasıl döneriz -> Ana meydana yani spawn bölgesine dönmek için /spawn komutunu yazman yeterlidir. Spawn güvenlidir ve burada PvP kapalıdır.
[2026-09-14 20:32:59] OYUN | Kerem72598: eşyamı nerde satabilirim -> Eşyalarını açık artırmada /ah komutuyla satışa koyabilir, Spawn'daki pazaryerinde site üzerinden dükkân kiralayarak 7/24 satabilir veya günlük görevler için /gunlukgorev menüsünü kullanabilirsin.
[2026-09-14 20:33:56] OYUN | Kerem72598: /ahde nasıl eşya satılır -> Elindeki eşyayı açık artırmaya koymak için /ah sell yazıp yanına fiyat yazman yeterlidir. Örneğin /ah sell 1000 yazarak eşyanı satışa çıkarabilirsin. Satış gerçekleştiğinde satıcıdan %5 vergi kesilir.
[2026-09-14 20:38:16] OYUN | Kerem72598: livamcde domuz spawnerinı kaça satabiirlim değeri nedir -> Bu konuda elimde kesin bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 20:38:36] OYUN | Kerem72598: tahmini domuz spawneri genel ortalama kaça satılır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. Fiyatlar oyuncular tarafından /ah veya pazaryerinde belirlenir.
[2026-09-14 20:39:56] OYUN | topalcoo: ınek spawnerı 1 den fazla nasıl ıc ıce koyulr -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 20:40:51] OYUN | Kerem72598: arkadaşım /ah de birşey sattı ınu göremiyorum -> Arkadaşının açık artırmaya koyduğu eşyayı göremiyorsan, satış süresi henüz bitmemiş olabilir veya eşya zaten satılmış olabilir. Ayrıca arkadaşın /ah collect komutunu yazarak süresi dolan eşyalarını kontrol edebilir.
[2026-09-14 20:43:02] OYUN | Kerem72598: biyerlerde spawnner satan varmı -> Spawner'ı mağazanın kristal bölümünden kristal ile satın alabilir veya spawner kasasından çıkarabilirsin. Spawnerlar normal para ile satılmaz, bilgin olsun.
[2026-09-14 20:44:22] OYUN | Kerem72598: nereden birşeyler alabilirim -> LivaMC'de eşya ve spawner gibi şeyleri almak için birkaç farklı yerin var. Sunucu mağazası için /market komutunu kullanabilirsin; burada normal para ile End, Nether, aletler ve yemek alabilir, kristal ile de kasa anahtarı ve spawner edinebilirsin. Diğer oyuncuların satışa koyduğu eşyalar için /ah açık artırmasını kullanabilirsin. Ayrıca spawn'daki pazaryerinden kendine dükkân kiralayabilir veya /order yazarak diğer oyuncuların siparişlerine göz atabilirsin.
[2026-09-14 20:46:14] OYUN | Kerem72598: gerçek türk lirası ile birşey yok değilmi -> Sunucuda oynamak tamamen ücretsizdir. Gerçek para ile sadece web sitemizden isteğe bağlı VIP paketleri satın alabilirsin, ancak oyun içi ilerleme için kesinlikle zorunlu değildir.
[2026-09-14 20:47:39] OYUN | Kerem72598: elmas demir satan yer nere -> Elmas ve demir gibi eşyaları almak veya satmak için /ah komutuyla açık artırmayı kullanabilirsin, orada diğer oyuncuların sattığı eşyaları bulabilirsin. Ayrıca sunucu mağazası için /market komutunu yazabilirsin veya spawn'daki pazaryerinde dükkân açan oyuncuları gezebilirsin.
[2026-09-14 20:47:55] OYUN | Kerem72598: nasıl elmas alınır -> Elmasları sunucu mağazasından /market komutunu kullanarak normal paranla satın alabilirsin. İstersen açık artırma üzerinden /ah ile diğer oyuncuların sattığı elmasları da alabilirsin. Vahşi doğada kazarak bulmak da tabiki mümkündür.
[2026-09-14 20:48:13] OYUN | Kerem72598: markette elmas yok -> Sunucu mağazasında /market her eşyayı satmıyor olabilir. Eksik eşyaları diğer oyuncuların açık artırmasından /ah veya sipariş panosundan /order bulabilirsin.
[2026-09-14 20:51:54] OYUN | Kerem72598: yeni yerlere ışınlanma -> Yeni yerlere ışınlanmak için /rtp komutunu kullanarak rastgele ışınlanma menüsünü açabilirsin. Doğrudan ana dünyada rastgele bir yere gitmek için /rtporman komutunu kullanabilirsin. Ayrıca /warp komutu ile Spawn, Pazaryeri ve AFK Alanı gibi özel yerlerin menüsüne ulaşabilirsin.
[2026-09-14 20:57:18] OYUN | Kerem72598: herkesi bana tplemek için -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 21:05:50] OYUN | Kerem72598: gece görüşü nasıl açılır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 21:39:48] OYUN | 06erenw06: kristali nerden kasabilirim -> Kristali AFK alanında durarak kazanabilirsin. Gitmek için /ewarp afk komutunu yazabilirsin. Alanda kaldığın her dakika hesabına kristal eklenir; alandan çıkarsan sayaç sıfırlanır. Dakikada kazandığın miktar rütben yükseldikçe artar. Bakiyeni /kristal komutuyla görebilirsin.
[2026-09-14 21:49:39] OYUN | kralemincan: nasılsın -> Teşekkür ederim, iyiyim! Sana LivaMC sunucumuzla ilgili nasıl yardımcı olabilirim? [CACHE]
[2026-09-14 21:49:58] OYUN | kralemincan: 1 lapis madenini kırınca kaç tane lapis geliyor -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-14 23:27:25] OYUN | DryestCase4849: sunucuda pvp modu mevcutmu? -> Evet, LivaMC'de PvP mevcuttur. Spawn ve pazaryeri gibi güvenli bölgeler dışında ana dünya, Nether ve End dahil her yerde PvP açıktır ve serbesttir.
[2026-09-15 01:55:04] OYUN | farukbyk: claim alma nasıl yapılır -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin. LivaMC'de arazi koruma (claim) sistemi bilerek yoktur, yapıların otomatik korunmaz. Üssünü spawn'dan uzağa kurup gizlemen gerekir.
[2026-09-15 01:55:21] OYUN | farukbyk: klaim alma var mı -> Hayır, LivaMC'de claim (arazi koruma) sistemi yoktur. Kurduğun hiçbir yapı otomatik korunmaz ve üssün basılabilir. Üssünü gizlemek ve korumak tamamen sana aittir.
[2026-09-15 02:09:29] OYUN | M_SPOWER2204: kristal nasi kazanirim -> Kristal, AFK alanında durarak kazanılır.   Bunun için /ewarp afk yazarak alana gidebilirsin. Orada kaldığın sürece her dakika hesabına kristal yazılır; alandan çıkarsan sayaç sıfırlanır. Dakikada kazandığın miktar rütben yükseldikçe artar. Bakiyeni /kristal komutuyla görebilirsin.
[2026-09-15 12:23:16] OYUN | farukbyk: kasa nerden açılır -> Kasaları açmak için spawn bölgesindeki kasa alanına gitmen gerekiyor. /warp menüsünden Kasalar seçeneğine tıklayarak oraya doğrudan ışınlanabilirsin. Elindeki anahtara uygun kasaya sağ tıklayarak kasayı açabilirsin.
[2026-09-15 17:01:12] OYUN | LazUsagi61: ev seçmek için komut -> Ev listeni açmak için /ev komutunu yazabilirsin. Kayıtlı bir eve ışınlanmak içinse /ev (ad) komutunu kullanabilirsin.
[2026-09-15 17:02:04] OYUN | Clawwolf: başlangıç kiti nası alırım -> Başlangıç kitini almak için /kit komutunu yazabilirsin. Açılan menüden rütbene uygun kitleri görüntüleyip alabilirsin.
[2026-09-15 17:02:14] OYUN | Clawwolf: paralımı -> Hayır, LivaMC tamamen ücretsizdir. Oynamak için hiçbir ücret ödemen gerekmez. VIP paketleri sadece isteğe bağlıdır ve site üzerinden alınır, oynamak zorunlu değildir.
[2026-09-15 17:02:46] OYUN | Clawwolf: bu kiti almaya yetkin yok -> Bu kiti alabilmek için gerekli rütbeye sahip olman gerekiyor. Hangi rütbede olduğunu öğrenmek ve paketleri incelemek için /vip yazabilir, uygun kitlerini ise /kit komutuyla alabilirsin.
[2026-09-15 17:03:02] OYUN | Clawwolf: iyide başlangıç kiti? -> Rütbene uygun kitleri almak için /kit komutunu yazabilirsin. Yeni başlayanlar için rehber ve detaylı bilgi için /baslangic komutunu kullanabilirsin.
[2026-09-15 17:03:37] OYUN | Clawwolf: mod alımı varmı -> Yetkili alımları Discord sunucumuzdan duyurulur. Alım açıldığında başvuru formu paylaşılır, kaçırmamak için discord.gg/livamc adresine katılabilirsin.
[2026-09-15 17:09:13] OYUN | LazUsagi61: ev seçmek için komut -> Ev listeni açmak için /ev komutunu yazabilirsin. Kayıtlı bir eve ışınlanmak içinse /ev (ad) komutunu kullanabilirsin. [CACHE]
[2026-09-15 17:09:26] OYUN | LazUsagi61: ev seçmek için komut -> Ev listeni açmak için /ev komutunu yazabilirsin. Kayıtlı bir eve ışınlanmak içinse /ev (ad) komutunu kullanabilirsin. [CACHE]
[2026-09-15 17:42:04] OYUN | Kyururuu: para nasıl kazanılır -> Sunucuda para kazanmanın birkaç farklı yolu var. En hızlı yolları günlük görevleri tamamlamak için /gunlukgorev yazmak ve sipariş panosundaki talepleri karşılamak için /order komutunu kullanmaktır; ikisi de sermaye istemez. Ayrıca açık artırma (/ah) üzerinden eşya satabilir, sunucu mağazasına satış yapabilir veya her gece 00:00'da seviyene göre yatan gece maaşını alabilirsin. [CACHE]
[2026-09-15 19:25:49] OYUN | dire_wolf: nasıl kasa anahtarı kazanırım -> Kasa anahtarı kazanmanın üç yolu var. Her saat başı sunucuda olan herkese ücretsiz anahtar dağıtılır ve sohbetten duyurulur. Mağazanın kristal bölümünden kristal ile anahtar alabilirsin. Ayrıca sunucuya oy vererek oy kasası anahtarı kazanabilirsin.
[2026-09-15 21:11:32] OYUN | AyiBogan064: nasıl para atarim -> Başka bir oyuncuya para göndermek için /pay <oyuncu> <miktar> komutunu kullanabilirsin. Para almayı kapatmak istersen /paytoggle yazabilirsin. Transferden vergi kesilir, VIP rütbelerinde bu vergi daha düşüktür.
[2026-09-15 21:44:40] OYUN | babalarburda: kristal nsıl kazanılır -> Kristal, AFK alanında durarak kazanılır. /ewarp afk komutuyla alana gidebilirsin, her dakika hesabına kristal yazılır. Alandan çıkarsan sayaç sıfırlanır ve dakikada kazandığın miktar rütben yükseldikçe artar.
[2026-09-15 21:53:55] OYUN | adala7: özel mesaj nasıl atılır -> Özel mesaj atmak için /msg <oyuncu> <mesaj> komutunu kullanabilirsin. Gelen son mesaja hızlıca cevap vermek için ise /r <mesaj> yazman yeterlidir.
[2026-09-15 21:59:47] OYUN | adala7: nasıl oy veririm -> Oy vermek için /vote yazabilirsin. Ekrana gelen linklere tıklayıp oyun içi kullanıcı adını girerek oy verebilir ve her siteden ayrı ayrı oy kasası anahtarı kazanabilirsin.
[2026-09-15 22:03:03] OYUN | adala7: davet nasıl atılır -> Takımına oyuncu davet etmek için /team invite <oyuncu> komutunu kullanabilirsin.
[2026-09-15 22:25:44] OYUN | yekoo: allah varmı -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-15 22:33:01] OYUN | topalcoo: ametısı esyalar nasıl alablırım -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
[2026-09-15 23:13:05] OYUN | apathyharbi: en yüksek fiyatlı eşya nedir -> Bu konuda elimde bilgi yok, bir yetkiliye danışabilirsin.
